,favourites_count,followers_count,friends_count,listed_count,retweet_count,statuses_count,text_length
5588,239,414,979,3,6,6766,85
5589,6217,1728,2672,56,0,15915,135
5590,895,113,188,2,5,2312,140
5591,70036,515,496,49,11,42801,140
5592,2190,105,266,10,25,12332,110
5593,74974,418,966,14,3,40890,114
5594,21,613,284,45,3,31747,144
5595,36111,1599,1198,73,0,57572,83
5596,19302,952,683,32,151,36990,130
5597,19,45,240,2,1,379,137
5598,8084,273,670,3,20,3023,140
5599,2534,106,50,6,0,14131,105
5600,21164,840,326,19,249,82734,49
5601,3221,144,604,3,10,7207,144
5602,21164,840,326,19,109,82734,126
5603,19302,952,683,32,109,36990,126
5604,21164,840,326,19,151,82734,130
5605,3039,239,257,6,0,4519,138
5606,165023,1378,802,220,6,114881,140
5607,13649,952,2214,28,90,17421,144
5608,5,47,23,1,0,74,134
5609,425,176,380,9,62,2426,140
5610,165023,1378,802,220,5,114881,140
5611,6613,2426,280,33,194,6233,105
5612,31586,828,3355,47,2,38243,140
5613,23842,152,298,22,3,25374,131
5614,5883,70,64,3,11,4275,140
5615,21527,2214,1495,129,535,32647,124
5616,27615,1313,1146,57,1,70424,119
5617,21943,275,180,14,12,15063,140
5618,85117,407,187,63,1,72974,139
5619,37165,2671,1755,124,5,103747,140
5620,1960,223,81,3,0,9531,126
5621,43406,2087,3454,180,5,83456,124
5622,12197,157,375,7,0,9480,139
5623,17564,2449,40,146,0,249602,131
5624,1243,955,3524,12,0,3951,47
5625,6020,61,186,5,0,11083,113
5626,53148,2956,602,139,3,84867,112
5627,7218,817,1087,59,1,34634,124
5628,7218,817,1087,59,1,34634,130
5629,895,113,188,2,5,2312,140
5630,104260,1804,1714,98,0,129793,130
5631,14936,668,1778,13,1066,18365,148
5632,8581,923,1470,37,0,11705,139
5633,4057,91,99,4,0,4521,108
5634,816,65,101,4,20,1728,140
5635,31287,778,473,38,12,26416,140
5636,17052,1593,1117,45,0,27278,138
5637,4329,80,219,5,129,27436,129
5638,21164,840,326,19,124,82734,86
5639,14484,1033,2249,104,0,30917,139
5640,144,1463,478,68,3,76021,144
5641,37165,2671,1755,124,6,103747,140
5642,188807,3619,4008,144,26,147218,139
5643,5302,800,1129,9,1,14361,123
5644,2905,1089,1624,34,0,10159,138
5645,92623,24034,2562,361,0,102228,134
5646,7218,817,1087,59,1,34634,100
5647,2402,812,1089,6,0,9607,33
5648,4057,91,99,4,0,4521,135
5649,15628,2108,2126,69,54,62381,65
5650,6033,1416,876,21,5,26275,115
5651,782,158,477,2,4,871,123
5652,6672,1480,1885,43,1,9370,140
5653,37165,2671,1755,124,3,103747,140
5654,28279,1644,2428,32,48,63587,140
5655,3338,202,327,11,207,58189,110
5656,1539,66,283,2,4,771,97
5657,37165,2671,1755,124,1,103747,131
5658,441,667,601,48,2,54062,137
5659,3387,257,657,24,0,8173,73
5660,3221,144,604,3,1,7207,140
5661,53148,2956,602,139,6,84867,128
5662,31586,828,3355,47,4,38243,97
5663,1539,66,283,2,4,771,90
5664,5413,446,782,5,0,5713,82
5665,7218,817,1087,59,11,34634,140
5666,95999,1291,833,49,42,78849,127
5667,16001,1950,1874,20,1,15474,140
5668,239,414,979,3,0,6766,41
5669,7218,817,1087,59,17,34634,140
5670,12687,2768,724,28,38,10007,115
5671,165023,1378,802,220,3,114881,140
5672,11476,1331,1467,11,2,14561,138
5673,430,2920,96,22,0,59083,135
5674,2822,149,162,8,906,84602,139
5675,3058,155,361,3,12,3006,140
5676,2283,385,440,24,4,4366,62
5677,663,230,764,10,0,6591,97
5678,14662,424,725,20,0,9247,102
5679,29282,738,1060,64,0,28792,52
5680,6887,1208,2236,13,1,3429,102
5681,32778,330,465,43,51,12389,66
5682,1825,54,167,1,51,2636,66
5683,20276,1156,2665,35,4,24513,133
5684,1155,91,44,2,1,1421,140
5685,59340,6704,2763,378,0,260592,69
5686,430,2920,96,22,0,59083,137
5687,15628,2108,2126,69,42,62381,127
5688,178709,26707,3475,1720,207,547228,110
5689,12531,438,274,46,207,86607,110
5690,37165,2671,1755,124,48,103747,97
5691,0,120,0,8,0,13825,41
5692,37165,2671,1755,124,4,103747,137
5693,3039,239,257,6,0,4519,127
5694,321,72,94,1,0,1246,130
5695,12353,1547,1260,27,12,65026,139
5696,239,414,979,3,0,6766,87
5697,14619,18,472,7,6,14909,140
5698,34079,540,887,27,7,14735,140
5699,111,19,25,2,29,813,140
5700,6237,288,247,18,1463,15789,140
5701,2905,1089,1624,34,0,10159,98
5702,898,1408,1212,8,5,1924,140
5703,7103,545,470,23,0,29146,113
5704,14619,18,472,7,7,14909,140
5705,11476,1331,1467,11,0,14561,130
5706,11769,798,1108,24,1,16475,123
5707,3627,192,175,60,0,7050,134
5708,108,221,667,3,0,296,105
5709,2023,75,96,1,6,2725,99
5710,76795,616,612,36,7,62957,140
5711,268630,928,168,184,7,116719,140
5712,1155,91,44,2,102,1421,140
5713,7218,817,1087,59,5,34634,112
5714,29282,738,1060,64,2,28792,140
5715,6793,846,397,8,0,30714,127
5716,76795,616,612,36,4,62957,137
5717,1436,4537,47,47,7,12197,129
5718,14662,424,725,20,0,9247,128
5719,13627,1779,2535,17,3,26391,116
5720,76795,616,612,36,5,62957,140
5721,1436,4537,47,47,6,12197,133
5722,6793,846,397,8,5,30714,126
5723,2211,115,92,4,0,22374,140
5724,10597,890,594,72,0,6570,139
5725,43,34,14,10,0,3808,26
5726,32778,330,465,43,6,12389,140
5727,21,522,376,10,0,42095,95
5728,14386,235786,2158,13180,48,220602,131
5729,8084,273,670,3,5,3023,124
5730,3204,49,150,8,115,15349,144
5731,3578,183,706,6,20,8052,108
5732,17052,1593,1117,45,0,27278,136
5733,23523,881,1895,38,1,19278,116
5734,8084,273,670,3,2,3023,140
5735,33902,260,102,43,906,193458,139
5736,13649,952,2214,28,135,17421,140
5737,34079,540,887,27,17,14735,124
5738,71468,2129,1987,133,54,87536,65
5739,523784,3995,2479,303,12,499699,140
5740,231317,6951,5089,140,0,132056,124
5741,76795,616,612,36,38,62957,128
5742,6033,1416,876,21,1,26275,97
5743,8084,273,670,3,44,3023,144
5744,952,179,218,3,0,1894,137
5745,1579,55,279,1,12,428,140
5746,40800,832,2067,62,0,19905,140
5747,121505,68,313,1,298,4863,140
5748,165023,1378,802,220,0,114881,89
5749,32778,330,465,43,2,12389,140
5750,53148,2956,602,139,6,84867,131
5751,75679,2606,574,69,129,165469,129
5752,1286,84,251,5,189,2745,140
5753,37165,2671,1755,124,0,103747,139
5754,1960,223,81,3,1,9531,118
5755,216,220,1054,2,0,3535,124
5756,17247,1647,2323,285,7,285271,140
5757,364,39,82,2,906,1192,139
5758,521,416,144,9,6,8616,133
5759,31586,828,3355,47,3,38243,110
5760,28279,1644,2428,32,7,63587,140
5761,6849,146,853,26,90,25072,140
5762,13627,1779,2535,17,1,26391,87
5763,7746,694,1324,44,4,43132,140
5764,76795,616,612,36,61,62957,140
5765,76795,616,612,36,3,62957,114
5766,1592,156,390,9,2,4892,55
5767,895,113,188,2,3,2312,131
5768,1155,91,44,2,7,1421,140
5769,6257,110,163,9,0,5294,101
5770,17247,1647,2323,285,12,285271,140
5771,1850,115,138,4,0,3069,116
5772,4428,296,1446,5,730,13260,135
5773,33,145,221,1,0,904,136
5774,56010,1210,858,49,0,155464,108
5775,1539,66,283,2,26,771,139
5776,28847,5408,5717,189,0,152461,117
5777,0,22,0,1,0,4507,25
5778,5302,800,1129,9,6,14361,138
5779,32295,10349,10235,141,419,80835,133
5780,76795,616,612,36,2,62957,140
5781,230,264,576,5,0,8481,140
5782,18,15,73,0,0,105,132
5783,104573,294,457,7,21,25675,140
5784,23523,881,1895,38,1,19278,135
5785,5,47,23,1,1066,74,148
5786,76,429,594,9,53,7740,125
5787,91280,1420,1859,66,7,122234,140
5788,2822,149,162,8,151,84602,130
5789,33992,645,1850,26,6,27882,140
5790,3715,1109,2145,15,9,10956,140
5791,91280,1420,1859,66,5,122234,126
5792,2822,149,162,8,124,84602,86
5793,3715,1109,2145,15,1,10956,83
5794,2793,166,808,6,0,5672,124
5795,70036,515,496,49,26,42801,140
5796,2631,429,490,11,6,6637,124
5797,115587,1833,1495,57,3,80335,123
5798,6368,2137,266,23,53,10343,105
5799,165023,1378,802,220,6,114881,140
5800,36111,1599,1198,73,0,57572,136
5801,126,1093,504,50,0,4997,111
5802,13627,1779,2535,17,9,26391,139
5803,55331,721,893,24,6,32280,140
5804,3715,1109,2145,15,6,10956,137
5805,14619,18,472,7,3,14909,123
5806,3533,322,504,3,0,4198,100
5807,70036,515,496,49,21,42801,140
5808,2905,1089,1624,34,6,10159,137
5809,37165,2671,1755,124,6,103747,140
5810,3715,1109,2145,15,2,10956,72
5811,6284,1023,549,11,0,14212,96
5812,2843,193,292,7,38,3830,128
5813,11769,798,1108,24,1,16475,125
5814,1810,525,401,2,48,3906,97
5815,702,181,309,2,4,3171,133
5816,61687,1106,749,25,5,30759,126
5817,1038,817,381,20,5,49968,89
5818,380,98,77,1,0,539,138
5819,30262,808,1561,34,0,58920,121
5820,2822,149,162,8,249,84602,49
5821,231317,6951,5089,140,3,132056,123
5822,76795,616,612,36,6,62957,140
5823,179698,2767,1269,109,0,141941,107
5824,15629,2108,2126,69,2,62382,140
5825,11769,798,1108,24,125,16475,129
5826,13627,1779,2535,17,1,26391,68
5827,1539,66,283,2,263,771,140
5828,3627,192,175,60,0,7050,136
5829,28890,1498,1555,51,0,58938,136
5830,231317,6951,5089,140,2,132056,129
5831,175,120,42,2,1,690,118
5832,16001,1950,1874,20,2,15474,140
5833,895,113,188,2,0,2312,128
5834,2856,52,45,1,50,3428,122
5835,6672,1480,1885,43,1,9370,140
5836,3715,1109,2145,15,5,10956,109
5837,29831,878,762,13,53,38138,125
5838,2822,149,162,8,109,84602,126
5839,2822,149,162,8,207,84602,110
5840,169634,1407,789,127,53,120865,125
5841,14662,424,725,20,6,9247,140
5842,475,171,197,3,53,6238,125
5843,1695,5662,5716,25,1,109431,111
5844,29282,738,1060,64,0,28792,47
5845,5568,500,668,12,53,8330,125
5846,29831,878,762,13,3,38138,140
5847,76,429,594,9,6,7740,140
5848,1093,174,60,2,53,1088,125
5849,8744,260,262,12,395,2965,137
5850,53148,2956,602,139,7,84867,107
5851,1539,66,283,2,7,771,140
5852,179698,2767,1269,109,3,141941,126
5853,3715,1109,2145,15,1,10956,135
5854,6393,137,217,4,53,5026,125
5855,37165,2671,1755,124,7,103747,140
5856,14662,424,725,20,6,9247,140
5857,89615,1178,709,43,53,43113,125
5858,41,50,32,1,53,294,125
5859,472,88,218,2,53,687,125
5860,1065,135,233,3,53,1137,125
5861,6672,1480,1885,43,9,9370,140
5862,20276,1156,2665,35,53,24513,125
5863,2848,465,764,12,0,15001,123
5864,4344,699,1206,21,0,8924,152
5865,1771,1388,139,15,53,4996,125
5866,0,17,871,0,0,415,116
5867,23523,881,1895,38,0,19278,134
5868,268630,928,168,184,53,116719,125
5869,3715,1109,2145,15,53,10956,125
5870,11136,1353,1108,42,6,22651,140
5871,11476,1331,1467,11,1,14561,140
5872,11476,1331,1467,11,5,14561,109
5873,191,3,306,0,0,595,79
5874,3578,183,706,6,90,8052,140
5875,239,414,979,3,0,6766,92
5876,8402,403,457,17,0,7803,138
5877,37165,2671,1755,124,5,103747,140
5878,76,933,1753,7,53,2264,125
5879,9075,912,1081,14,0,11937,137
5880,106625,713,740,122,11,82017,140
5881,2387,112,251,3,21,3169,140
5882,2997,302,845,10,1,6554,135
5883,76795,616,612,36,53,62957,125
5884,277,147,263,3,0,4024,124
5885,76795,616,612,36,5,62957,140
5886,6672,1480,1885,43,8,9370,121
5887,323,327,434,20,53,9796,125
5888,29282,738,1060,64,0,28792,47
5889,14662,424,725,20,0,9247,125
5890,91280,1420,1859,66,53,122234,125
5891,43406,2087,3454,180,5,83456,140
5892,3245,500,70,6,3,3097,140
5893,46735,735,2843,19,48,21796,140
5894,1286,84,251,5,344,2745,140
5895,37165,2671,1755,124,2,103747,142
5896,23523,881,1895,38,1,19278,131
5897,2770,337,448,4,216,3945,140
5898,203534,8231,1059,367,48,227265,140
5899,9070,974,1555,12,53,7251,125
5900,6,886,22,139,0,59603,137
5901,76795,616,612,36,6,62957,140
5902,27770,186,152,15,1,20242,135
5903,7716,871,1346,8,3,13035,140
5904,342,25,42,0,9,2678,138
5905,397,113,66,0,194,451,105
5906,188807,3619,4008,144,5,147218,109
5907,6793,846,397,8,0,30714,110
5908,5187,316,497,7,0,4969,135
5909,37165,2671,1755,124,4,103747,140
5910,28393,1785,1170,32,53,11122,125
5911,239,414,979,3,7,6766,140
5912,1229,113,168,5,38,3669,128
5913,5568,3028,2782,289,3,181533,93
5914,6033,1416,876,21,2,26275,95
5915,0,25,7,2,0,2588,49
5916,95999,1291,833,49,53,78849,125
5917,1946,63,185,2,2,2501,106
5918,165023,1378,802,220,5,114881,140
5919,108,221,667,3,1,296,102
5920,345,886,961,5,2,9240,140
5921,3578,183,706,6,66,8052,124
5922,91280,1420,1859,66,1,122234,106
5923,30607,1731,1936,53,53,40032,125
5924,8402,403,457,17,3,7803,130
5925,4736,265,837,7,0,4558,139
5926,2201,1310,1593,13,0,5631,135
5927,37065,769,953,30,194,30397,105
5928,8402,403,457,17,0,7803,126
5929,3468,678,1384,14,1,10203,120
5930,7218,817,1087,59,12,34634,140
5931,4492,810,1512,6,0,12170,102
5932,37165,2671,1755,124,1,103747,118
5933,7917,303,100,19,906,33196,139
5934,15659,428,1318,14,3,15429,131
5935,22924,3339,3365,27,0,15694,49
5936,2201,1310,1593,13,2,5631,144
5937,165023,1378,802,220,4,114881,140
5938,6672,1480,1885,43,1,9370,126
5939,16001,1950,1874,20,1,15474,41
5940,239,1376,10,39,0,41934,135
5941,2822,149,162,8,298,84602,140
5942,28023,2308,1975,66,0,93993,118
5943,14356,763,1066,30,53,21397,125
5944,36771,1919,3183,79,0,90075,137
5945,3715,1109,2145,15,1,10956,140
5946,1155,126,291,4,1,2347,136
5947,194658,1558,4995,134,0,88323,110
5948,23870,182,412,19,1,18779,129
5949,89615,1178,709,43,1,43113,99
5950,61687,1106,749,25,0,30759,43
5951,11476,1331,1467,11,0,14561,123
5952,2937,504,848,12,0,10114,99
5953,36111,1599,1198,73,7,57572,126
5954,21,522,376,10,0,42095,73
5955,1526,726,1579,9,1,5162,140
5956,23523,881,1895,38,0,19278,135
5957,13782,914,187,21,53,45341,125
5958,2822,149,162,8,36,84602,140
5959,70036,515,496,49,53,42801,125
5960,53148,2956,602,139,32,84867,122
5961,31586,828,3355,47,7,38243,126
5962,42148,608,422,21,7,42850,126
5963,37165,2671,1755,124,2,103747,140
5964,1526,726,1579,9,38,5162,120
5965,820,1460,1239,124,0,11835,94
5966,321,72,94,1,53,1246,125
5967,9338,894,404,35,0,43585,129
5968,6393,137,217,4,32,5026,140
5969,2409,365,151,21,0,22518,63
5970,4768,740,172,99,906,95660,139
5971,136760,587,309,68,6,92104,140
5972,31287,778,473,38,0,26416,135
5973,39153,604,1121,23,32,31251,140
5974,53149,2955,602,138,4,84868,59
5975,136758,587,309,68,63,92104,140
5976,2792,166,808,6,7,5672,126
5977,7901,351,965,5,56,7700,140
5978,14386,301,646,6,48,15611,140
5979,2825,561,1127,8,11,4855,140
5980,17564,2450,40,146,11,249602,140
5981,3468,678,1384,14,0,10203,113
5982,29281,738,1061,64,0,28792,43
5983,1850,115,138,0,12,3069,140
5984,252001,1616,1359,103,48,103816,97
5985,3044,239,257,6,0,4519,129
5986,6033,1417,876,21,10,26275,118
5987,1436,4537,47,47,53,12197,125
5988,1286,84,251,5,330,2745,140
5989,7218,816,1088,59,11,34631,140
5990,4233,891,546,49,535,10864,124
5991,37165,2671,1755,124,32,103747,140
5992,100120,1455,1817,38,10,45034,140
5993,58748,1014,1618,74,0,67533,95
5994,446,157,134,8,1,39664,133
5995,3714,1109,2145,15,2,10956,138
5996,6393,137,217,4,10,5026,129
5997,2618,583,1203,10,0,4284,121
5998,96504,1038,943,20,1,197477,82
5999,216,220,1054,2,10,3535,129
6000,2206,186,659,4,0,1977,107
6001,136758,587,309,68,7,92104,126
6002,15659,428,1318,14,0,15429,133
6003,179699,2768,1269,109,3,141941,126
6004,2387,112,251,3,2,3169,144
6005,23523,880,1895,0,0,19278,123
6006,3765,368,554,13,4,3354,139
6007,1624,289,12,3,0,3052,71
6008,31286,778,473,38,2,26416,140
6009,174,23,226,0,298,763,140
6010,27158,219,1731,9,2,16657,122
6011,446,157,134,8,0,39664,101
6012,1771,1388,139,15,11,4996,140
6013,37165,2671,1755,124,9,103747,140
6014,7218,817,1087,59,9,34634,140
6015,320,128,67,2,0,3441,27
6016,2201,1310,1593,13,11,5631,140
6017,1209,106,222,3,0,1606,86
6018,122,49,154,2,9,582,140
6019,4492,810,1512,6,4,12170,140
6020,42148,608,422,21,3,42850,131
6021,95999,1291,833,49,6,78849,137
6022,33901,220,113,21,11,34553,140
6023,12399,573,502,37,0,23295,140
6024,3146,239,273,5,95,5433,140
6025,57903,681,2371,17,83,61676,140
6026,37165,2671,1755,124,1,103747,140
6027,71468,2129,1987,133,0,87536,33
6028,333,140,298,6,6,4318,140
6029,61687,1106,749,25,0,30759,140
6030,20276,1156,2665,35,3,24513,137
6031,182,37,158,2,48,804,97
6032,39983,1556,1378,116,1,81522,140
6033,21943,275,180,14,6,15063,140
6034,15629,2108,2126,69,9,62382,140
6035,2201,1310,1593,13,1,5631,140
6036,188807,3619,4008,144,10,147218,129
6037,37165,2671,1755,124,3,103747,107
6038,11476,1331,1467,11,0,14561,139
6039,15629,2108,2126,69,6,62382,137
6040,42148,608,422,21,6,42850,140
6041,6672,1480,1885,43,0,9370,131
6042,179698,2767,1269,109,10,141941,129
6043,1244,610,347,20,129,12067,129
6044,37165,2671,1755,124,3,103747,140
6045,2201,1310,1593,13,2,5631,138
6046,3507,310,148,1,26,2327,139
6047,7375,1002,1152,11,10,9019,129
6048,268630,928,168,184,11,116719,140
6049,17247,1647,2323,285,0,285271,92
6050,136760,587,309,68,53,92104,125
6051,2201,1310,1593,13,3,5631,140
6052,42533,2920,1359,55,0,87009,129
6053,21073,1012,707,19,0,29186,128
6054,14923,457,266,35,12,20543,140
6055,208,66,116,1,0,429,110
6056,2825,561,1128,8,4,4855,140
6057,7716,871,1346,8,7,13035,140
6058,164,66,124,4,0,2946,100
6059,7942,105,116,9,906,11257,139
6060,1463,743,584,10,26,8738,139
6061,0,17,871,0,0,415,113
6062,321,72,94,1,0,1246,113
6063,95999,1291,833,49,9,78849,140
6064,34797,739,1132,27,0,19363,139
6065,165023,1378,802,220,9,114881,140
6066,76795,616,612,36,32,62957,140
6067,7218,817,1087,59,6,34634,137
6068,64,4159,116,91,4,103603,83
6069,3715,1109,2145,15,9,10956,140
6070,6613,2426,280,33,3,6233,139
6071,23523,881,1895,38,0,19278,140
6072,5568,3028,2782,289,1,181533,73
6073,952,179,218,3,0,1894,89
6074,39983,1556,1378,116,4,81522,78
6075,42148,608,422,21,5,42850,124
6076,11476,1331,1467,11,0,14561,133
6077,29282,738,1060,64,1,28792,133
6078,42533,2920,1359,55,0,87009,140
6079,31360,1152,694,106,205,87862,140
6080,157604,12379,1387,233,0,210527,133
6081,523784,3995,2479,303,3,499699,107
6082,28279,1644,2428,32,24,63587,131
6083,441,667,601,48,10,54062,129
6084,2211,115,92,4,9,22374,140
6085,2825,561,1128,8,3,4855,107
6086,64,165,163,6,0,15963,123
6087,8084,273,670,3,32,3023,140
6088,11674,1416,2150,33,5,24729,140
6089,64,4159,116,91,1,103603,94
6090,2825,561,1128,8,3,4855,140
6091,23870,182,412,19,1,18779,140
6092,42533,2920,1359,55,0,87009,133
6093,1526,726,1579,9,1,5162,66
6094,31287,778,473,38,2,26416,136
6095,3245,500,70,6,2,3097,101
6096,1850,115,138,4,7,3069,140
6097,912,121,219,2,113,221,98
6098,30605,117,144,10,3,16698,140
6099,34079,540,887,27,15,14735,79
6100,1211,37,92,1,351,5452,144
6101,37165,2671,1755,124,1,103747,131
6102,64,4159,116,91,0,103603,90
6103,14105,448,95,16,24,19924,106
6104,17247,1647,2323,285,1,285271,140
6105,7218,817,1087,59,32,34634,140
6106,76795,616,612,36,4,62957,140
6107,37165,2671,1755,124,53,103747,125
6108,2201,1310,1593,13,10,5631,129
6109,782,158,477,2,906,871,139
6110,20276,1156,2665,35,0,24513,140
6111,17052,1593,1117,45,0,27278,133
6112,239,1376,10,39,3,41934,140
6113,1526,726,1579,9,0,5162,123
6114,2822,149,162,8,338,84602,114
6115,6793,846,397,8,24,30714,140
6116,26420,668,521,39,0,36520,114
6117,15404,4376,2416,55,102,26272,140
6118,15489,478,1196,19,11,21086,140
6119,1421,264,276,14,205,8208,95
6120,208,66,116,1,1,429,60
6121,2361,874,1743,30,7,15035,126
6122,975,109,248,4,0,4313,115
6123,19,45,240,2,3,379,140
6124,903,508,1366,7,4,2313,78
6125,8581,923,1470,37,0,11705,135
6126,467,196,341,7,0,8148,140
6127,17238,12018,6015,447,3,105190,111
6128,30262,808,1561,34,0,58920,139
6129,16001,1950,1874,20,24,15474,140
6130,12353,1547,1260,27,2,65026,130
6131,2201,1310,1593,13,1,5631,129
6132,17247,1647,2323,285,2,285271,140
6133,1465,72,78,2,21,4260,140
6134,91280,1420,1859,66,12,122234,140
6135,9338,894,404,35,0,43585,97
6136,37165,2671,1755,124,1,103747,140
6137,95999,1291,833,49,0,78849,128
6138,2249,102,130,4,0,1841,135
6139,0,747,97,21,0,19266,136
6140,23849,2765,1132,188,3,84282,128
6141,20110,1097,1174,114,3,54697,124
6142,28248,529,686,26,205,13707,140
6143,23523,881,1895,38,0,19278,140
6144,61687,1106,749,25,0,30759,136
6145,6672,1480,1885,43,3,9370,140
6146,136760,587,309,68,11,92104,140
6147,903,508,1366,7,7,2313,126
6148,165023,1378,802,220,26,114881,139
6149,42148,608,422,21,6,42850,85
6150,21,522,376,10,0,42095,113
6151,30607,1731,1936,53,11,40032,140
6152,22924,3339,3365,27,1,15694,140
6153,28248,529,686,26,351,13707,144
6154,25195,1881,1147,28,0,20102,87
6155,2090,474,393,56,0,30333,36
6156,20276,1156,2665,35,351,24513,144
6157,7199,126,280,6,0,8080,140
6158,65436,226,235,76,298,66492,140
6159,1863,304,628,2,1,3010,139
6160,2997,302,845,10,0,6554,56
6161,37165,2671,1755,124,4,103747,140
6162,4746,179,829,5,0,4510,83
6163,56684,690,1720,10,20,11118,140
6164,76795,616,612,36,351,62957,144
6165,2213,1012,58,22,0,3840,140
6166,132,8,24,0,0,50,138
6167,188807,3619,4008,144,6,147218,140
6168,378,340,101,7,1,13104,138
6169,2603,525,764,12,2,2996,140
6170,10417,88,311,18,6,27365,129
6171,6793,846,397,8,1,30714,122
6172,6033,1416,876,21,1,26275,126
6173,23870,182,412,19,3,18779,140
6174,3069,277,283,5,2,4715,114
6175,3351,451,1076,15,0,8654,81
6176,16001,1950,1874,20,0,15474,96
6177,3911,404,733,4,24,24713,140
6178,23523,881,1895,38,0,19278,140
6179,42148,608,422,21,1,42850,140
6180,1240,27,74,0,0,2347,88
6181,62848,2435,1561,86,3,73629,70
6182,117,460,257,20,247,2008,139
6183,239,1376,10,39,1,41934,140
6184,21,1648,1275,68,0,72303,140
6185,136760,587,309,68,48,92104,97
6186,58748,1014,1618,74,38,67532,120
6187,1376,832,1318,12,3,6598,110
6188,37165,2671,1755,124,1,103747,134
6189,2201,1310,1593,13,2,5631,138
6190,13418,510,477,7,11,5820,140
6191,19477,412,1267,13,0,11982,56
6192,232,290,429,61,0,1815,129
6193,16001,1950,1874,20,2,15474,140
6194,58,21,100,1,1,176,117
6195,13782,914,187,21,1,45341,102
6196,32778,330,465,43,1,12389,115
6197,2825,561,1128,8,24,4855,140
6198,4246,1414,1357,33,0,31601,138
6199,76795,616,612,36,90,62957,140
6200,23523,881,1895,38,0,19278,125
6201,76795,616,612,36,12,62957,139
6202,11476,1331,1467,11,3,14561,128
6203,457,604,502,32,0,34949,140
6204,1173,415,534,5,1,5394,134
6205,21199,736,965,21,24,56851,140
6206,37165,2671,1755,124,4,103747,140
6207,55331,721,893,24,0,32280,53
