,favourites_count,followers_count,friends_count,listed_count,retweet_count,statuses_count,text_length
4871,9298,139,645,20,129,4185,129
4872,8581,923,1470,37,0,11705,131
4873,175,120,42,2,2,690,103
4874,14105,448,95,16,37,19924,117
4875,116964,709,1546,39,0,61188,140
4876,2563,228,166,6,0,46818,70
4877,37165,2671,1755,124,1,103747,140
4878,0,0,0,0,0,19,87
4879,4308,627,765,9,263,6793,140
4880,482,17,78,0,906,1006,139
4881,37165,2671,1755,124,3,103747,88
4882,37165,2671,1755,124,1,103747,140
4883,167028,663,436,39,9,39724,140
4884,3911,404,733,4,10,24713,117
4885,70036,515,496,49,4,42801,140
4886,1590,539,49,10,90,19488,140
4887,6737,1235,3461,38,6,13587,140
4888,2603,525,764,12,263,2996,140
4889,5568,3028,2782,289,0,181531,61
4890,8581,923,1470,37,91,11705,140
4891,4344,699,1206,21,1,8924,136
4892,24984,406,413,9,3136,37029,140
4893,6097,23,88,2,90,9520,140
4894,21,613,284,45,2,31747,142
4895,2279,122,201,2,5,2133,140
4896,3364,552,860,17,151,15256,130
4897,345,886,961,5,2,9240,120
4898,37165,2671,1755,124,2,103747,116
4899,5576,909,1876,47,906,29469,139
4900,9070,974,1555,12,2,7251,140
4901,49,1,9,0,3,223,140
4902,27863,2254,1402,92,0,47847,132
4903,37165,2671,1755,124,5,103747,140
4904,6,9,66,0,0,36,88
4905,6849,146,853,26,205,25072,95
4906,1094,318,347,17,249,16960,49
4907,2905,1089,1624,34,0,10159,70
4908,2077,268,446,8,0,4651,140
4909,1526,726,1579,9,26,5162,87
4910,3627,192,175,60,1,7050,119
4911,91,67,60,6,3,1110,140
4912,17181,565,2142,12,298,5569,140
4913,9070,974,1555,12,263,7251,140
4914,5702,750,1011,48,0,30113,134
4915,25301,870,697,51,129,49281,129
4916,1436,4537,47,47,5,12197,130
4917,3364,552,860,17,207,15256,110
4918,19,45,240,2,1,379,121
4919,3364,552,860,17,249,15256,49
4920,215947,2855,612,141,124,171673,86
4921,538,620,750,13,1,4161,140
4922,4308,627,765,9,2,6793,140
4923,1406,259,373,4,263,5959,140
4924,28847,5408,5717,189,0,152460,108
4925,4865,68,40,2,60,2590,126
4926,37165,2671,1755,124,0,103747,132
4927,89121,62400,1396,1720,90,105421,140
4928,1526,726,1579,9,0,5162,84
4929,5702,750,1011,48,0,30113,84
4930,3364,552,860,17,124,15256,86
4931,1406,259,373,4,8,5959,140
4932,5302,800,1129,9,2,14361,140
4933,71468,2129,1987,133,9,87536,140
4934,3039,239,257,6,1,4519,139
4935,239,1376,10,39,1,41934,138
4936,29282,738,1060,64,3,28792,140
4937,215947,2855,612,141,249,171673,49
4938,143297,12828,12516,853,0,649453,87
4939,8581,923,1470,37,175,11705,140
4940,5067,741,1214,11,263,5468,140
4941,4344,699,1206,21,1,8924,128
4942,1526,726,1579,9,26,5162,140
4943,30607,1731,1936,53,0,40032,123
4944,28276,1644,2428,32,4,63584,140
4945,36111,1599,1198,73,146,57572,140
4946,3351,451,1076,15,0,8654,97
4947,11265,1054,1364,17,419,6726,133
4948,29993,485,1028,92,129,41208,129
4949,1077,436,502,5,351,2241,144
4950,5702,750,1011,48,0,30113,138
4951,50788,315,506,7,198,14432,76
4952,1800,116,172,11,0,1390,140
4953,52117,833,906,6,0,15810,34
4954,14105,448,95,16,47,19924,140
4955,5067,741,1214,11,2,5468,140
4956,50431,2362,3016,78,0,116901,132
4957,174,169,254,3,0,1796,74
4958,337,514,111,67,90,54724,140
4959,10267,176,159,5,43,11439,140
4960,46743,440,1311,48,275,25468,100
4961,298,219,832,12,90,17813,140
4962,1590,539,49,10,0,19488,47
4963,2200,180,192,1,0,3102,136
4964,6,490,746,16,2,3500,144
4965,102,92,101,3,31,4850,140
4966,37165,2671,1755,124,2,103747,140
4967,0,120,0,8,0,13825,38
4968,6758,795,157,9,0,23169,110
4969,3627,192,175,60,0,7050,101
4970,6389,499,67,63,1,112457,140
4971,4394,2884,953,179,5,11574,134
4972,10,149,272,112,0,1385,65
4973,3245,500,70,6,5,3097,140
4974,294917,2617,686,379,6,198286,99
4975,1082,168,485,4,90,2905,140
4976,5509,283,89,29,10,24866,94
4977,1129,264,357,1,0,5144,140
4978,15,78,59,0,0,194,62
4979,0,39,113,102,0,1186,65
4980,2905,1089,1624,34,5,10159,140
4981,6389,499,67,63,2,112457,140
4982,22564,1050,76,43,26,37861,140
4983,19905,225,73,27,0,19952,99
4984,31287,778,473,38,0,26416,135
4985,3058,155,361,3,51,3006,140
4986,37165,2671,1755,124,1,103747,140
4987,18134,1266,1253,34,0,30066,137
4988,5509,283,89,29,8,24866,94
4989,47,394,471,3,0,1024,70
4990,11,3018,696,97,20,5749,139
4991,37165,2671,1755,124,2,103747,103
4992,4888,715,255,42,0,37716,132
4993,6284,1023,549,11,0,14212,128
4994,24487,329,394,14,13,14597,140
4995,737489,2974,123,519,90,614332,140
4996,2905,1089,1624,34,0,10159,106
4997,18134,1266,1253,34,0,30066,136
4998,2960,43,54,6,1,8785,123
4999,5648,1332,2200,116,0,32328,113
5000,3579,855,1770,16,9,7556,140
5001,106620,713,740,122,38,82012,140
5002,24,13,12,1,10,32,140
5003,37165,2671,1755,124,4,103747,140
5004,72,17,48,0,275,209,100
5005,37165,2671,1755,124,3,103747,140
5006,64,4160,116,91,0,103603,115
5007,2201,1310,1593,13,0,5631,137
5008,20973,878,535,40,95,20640,140
5009,64,4160,116,91,0,103603,110
5010,46923,32890,1727,1220,5,128161,140
5011,2213,1012,58,22,1,3840,138
5012,4009,89,493,3,90,3478,140
5013,64,4160,116,91,0,103603,63
5014,56,25,73,0,3,109,112
5015,2825,561,1128,8,7,4855,140
5016,36111,1599,1198,73,194,57572,105
5017,7169,119,77,29,0,9329,128
5018,64,4160,116,91,0,103603,64
5019,64,4160,116,91,0,103603,75
5020,2905,1089,1624,34,0,10159,98
5021,74973,418,966,14,9,40889,140
5022,3221,144,604,3,1,7207,140
5023,1689,142,314,2,0,4311,135
5024,15468,474,1028,32,0,9138,124
5025,904,2539,2475,190,395,73600,137
5026,2200,180,192,1,263,3102,140
5027,215947,2855,612,141,207,171673,110
5028,19,45,240,2,5,379,140
5029,2200,180,192,1,0,3102,142
5030,37165,2671,1755,124,7,103747,140
5031,64,4160,116,91,0,103603,138
5032,3579,855,1770,16,4,7556,134
5033,64,4160,116,91,0,103603,76
5034,52545,4049,1679,180,51,29199,140
5035,3579,855,1770,16,9,7556,140
5036,64,4160,116,91,1,103603,136
5037,61947,563,223,118,1,48759,136
5038,2200,180,192,1,2,3102,139
5039,87853,763,1030,11,3,38891,140
5040,11504,588,672,8,611,5196,140
5041,3579,855,1770,16,5,7556,140
5042,37165,2671,1755,124,3,103747,140
5043,20276,1156,2665,35,1,24513,90
5044,5702,750,1011,48,0,30113,132
5045,5067,741,1214,11,4,5468,140
5046,349484,2355,3746,112,90,181527,140
5047,3576,305,201,12,0,39251,85
5048,9070,974,1555,12,0,7251,139
5049,106,201,1211,16,14,24516,136
5050,37165,2671,1755,124,2,103747,54
5051,3221,144,604,3,9,7207,140
5052,36111,1599,1198,73,38,57572,120
5053,6613,2426,280,33,4,6233,137
5054,1268,236,218,7,0,2690,139
5055,1655,516,490,40,32,2003,140
5056,952,179,218,3,0,1894,60
5057,37791,1075,2031,41,1,41681,140
5058,58727,465,1253,3,90,7939,140
5059,27989,1631,2249,40,1549,42880,140
5060,3221,144,604,3,1,7207,140
5061,398,284,226,7,14,32936,120
5062,3627,192,175,60,0,7050,136
5063,102,92,101,3,19,4850,132
5064,3221,144,604,3,1,7207,140
5065,9070,974,1555,12,4,7251,140
5066,5702,750,1011,48,0,30113,135
5067,80569,7216,7332,232,419,145490,133
5068,1077,436,502,5,83,2241,140
5069,398,284,226,7,0,32936,51
5070,726,179,161,9,0,9835,51
5071,2201,1310,1593,13,0,5631,140
5072,31287,778,473,38,1,26416,137
5073,621,37,149,1,1,1393,140
5074,1118,600,666,27,0,5279,130
5075,1436,4537,47,47,2,12197,139
5076,24,13,12,1,2484,32,121
5077,31586,828,3355,47,7,38243,108
5078,25420,773,894,110,906,42433,139
5079,100366,1496,2337,63,151,89120,130
5080,318,46,69,6,0,2863,75
5081,37165,2671,1755,124,1,103747,138
5082,22429,310,224,9,0,10855,128
5083,29831,878,762,13,1549,38138,140
5084,37791,1075,2031,41,9,41681,140
5085,468,498,1351,1,0,1760,132
5086,61952,771,536,49,26,23889,87
5087,210,71,212,1,0,2108,130
5088,36111,1599,1198,73,3,57572,140
5089,1155,91,44,2,2,1421,140
5090,19269,411,462,19,90,15342,140
5091,42614,11790,919,2183,1,7485,107
5092,24487,329,394,14,79,14597,126
5093,53148,2956,602,139,3,84867,140
5094,2898,4157,5001,246,32,203433,140
5095,20080,93,123,12,5,17408,140
5096,10345,2978,565,71,90,18238,140
5097,56,25,73,0,15,109,140
5098,24487,329,394,14,2,14597,103
5099,24487,329,394,14,7,14597,140
5100,76795,616,612,36,7,62957,140
5101,5702,750,1011,48,0,30113,50
5102,46,16,41,1,0,5152,84
5103,239,414,979,3,0,6766,69
5104,4155,253,21,8,79,1283,126
5105,7369,944,683,40,32,37607,140
5106,3533,322,504,3,0,4198,135
5107,32778,330,465,43,5,12389,140
5108,1921,103,190,0,0,8767,77
5109,22564,1050,76,43,91,37861,125
5110,76795,616,612,36,3,62957,140
5111,521,416,144,9,21,8616,140
5112,106620,713,740,122,31,82012,140
5113,76795,616,612,36,4,62957,140
5114,105121,3323,1297,148,9,88974,140
5115,87853,763,1030,11,4,38891,140
5116,41,50,32,1,0,294,93
5117,37791,1075,2031,41,9,41681,140
5118,18134,1266,1253,34,0,30066,137
5119,4492,810,1512,6,4,12170,140
5120,3782,154,179,12,1066,7247,148
5121,46843,849,467,66,17,103238,140
5122,87853,763,1030,11,10,38891,117
5123,61952,771,536,49,5,23889,140
5124,545,290,131,3,0,9025,54
5125,15978,1378,2012,62,1,71954,125
5126,11961,103,140,8,0,31766,75
5127,5702,750,1011,48,0,30113,130
5128,31287,778,473,38,0,26416,74
5129,50431,2362,3016,78,0,116901,125
5130,462,48,121,4,2,1930,140
5131,92623,24033,2562,361,26,102228,119
5132,56,25,73,0,15,109,140
5133,7471,666,302,16,38,14987,120
5134,726,179,161,9,0,9835,135
5135,46,16,41,1,0,5152,131
5136,18134,1266,1253,34,0,30066,137
5137,10923,374,628,4,62,2258,140
5138,711,98,202,1,98,1796,140
5139,206,958,1105,8,2,6795,106
5140,7537,383,264,32,129,88956,129
5141,115481,2500,2116,83,90,99544,140
5142,37165,2671,1755,124,3,103747,108
5143,13300,1923,1673,138,10,132063,140
5144,5702,750,1011,48,0,30113,105
5145,380,47,88,7,0,4203,87
5146,161107,3354,3354,47,0,56296,112
5147,42533,2920,1359,55,0,87009,127
5148,10597,890,594,72,0,6570,134
5149,22497,1234,1117,30,0,60512,81
5150,37791,1075,2031,41,4,41681,134
5151,2034,138,194,3,1,1745,140
5152,61952,771,536,49,3,23889,140
5153,66,43,417,2,0,538,139
5154,165023,1378,802,220,2,114881,140
5155,13370,542,804,39,351,14909,144
5156,11487,332,228,34,0,11720,138
5157,80569,7216,7332,232,1,145490,127
5158,40595,1101,612,28,298,24356,140
5159,10662,2516,604,171,129,38516,129
5160,268630,928,168,184,0,116719,109
5161,43022,273,586,13,1,13786,134
5162,9070,974,1555,12,3,7251,108
5163,66,43,417,2,0,538,74
5164,3245,500,70,6,20,3097,143
5165,462,48,121,4,0,1930,59
5166,102,92,101,3,47,4850,120
5167,2905,1089,1624,34,0,10159,74
5168,356,46,485,0,262,1333,140
5169,3533,322,504,3,0,4198,89
5170,42533,2920,1359,55,4,87009,140
5171,43002,1016,1946,108,6,85888,137
5172,430,2920,96,22,0,59083,137
5173,68591,504,560,50,773,25938,140
5174,61952,771,536,49,10,23889,117
5175,37791,1075,2031,41,5,41681,140
5176,102,92,101,3,10,4850,140
5177,10532,862,798,32,1,40558,112
5178,3837,999,738,72,205,8525,95
5179,4838,202,532,4,98,5791,140
5180,127333,1374,3879,79,1,133165,140
5181,19,45,240,2,0,379,136
5182,53148,2956,602,139,5,84867,93
5183,3511,378,547,27,90,36705,140
5184,10532,862,798,32,0,40558,124
5185,15840,3128,2024,86,1066,19652,148
5186,11,63,168,6,0,1777,77
5187,3533,322,504,3,0,4198,119
5188,5702,750,1011,48,0,30113,138
5189,43406,2087,3454,180,0,83456,134
5190,37165,2671,1755,124,0,103747,139
5191,30605,117,144,10,51,16698,140
5192,17052,1593,1117,45,0,27278,140
5193,29831,878,762,13,1066,38138,148
5194,24306,237,128,10,275,10023,100
5195,10597,890,594,72,0,6570,144
5196,13370,542,804,39,145,14909,139
5197,102,92,101,3,7,4850,144
5198,37165,2671,1755,124,10,103747,144
5199,1575,278,1786,7,1357,2980,136
5200,8084,273,670,3,4,3023,140
5201,5568,3028,2782,289,0,181531,89
5202,13863,363,525,14,20,15706,140
5203,104624,655,1767,52,275,21374,100
5204,430,2920,96,22,0,59083,133
5205,32778,330,465,43,7,12389,140
5206,1586,76,409,3,129,1157,129
5207,0,14,30,0,0,281,50
5208,16310,273,416,4,10,17196,123
5209,12399,573,502,37,2,23295,122
5210,506,202,245,13,611,7132,140
5211,13863,363,525,14,5,15706,136
5212,27989,1631,2249,40,1066,42880,148
5213,61952,771,536,49,21,23889,140
5214,32778,330,465,43,2,12389,140
5215,76795,616,612,36,0,62957,110
5216,2201,1310,1593,13,1,5631,127
5217,16677,676,842,28,115,43291,144
5218,1347,1667,2538,82,0,3512,77
5219,2618,583,1202,10,0,4284,136
5220,37165,2671,1755,124,3,103747,132
5221,13916,246,457,5,906,9125,139
5222,1850,115,138,4,5,3069,112
5223,31287,778,473,38,20,26416,140
5224,60853,550,236,39,0,42264,72
5225,36771,1919,3183,79,1,90075,136
5226,8084,273,670,3,3,3023,140
5227,18134,1266,1253,34,1066,30066,148
5228,32,41888,177,753,1,123300,65
5229,28847,5408,5717,189,0,152460,87
5230,18516,4122,4848,113,7,117515,140
5231,85117,407,187,63,2,72974,133
5232,37165,2671,1755,124,1,103747,101
5233,19,45,240,2,5,379,112
5234,297,96,273,5,0,9065,66
5235,127333,1374,3879,79,2,133165,122
5236,50788,315,506,7,5,14432,140
5237,7185,96,256,8,595,2989,144
5238,32778,330,465,43,83,12389,126
5239,42533,2920,1359,55,3,87009,132
5240,43022,273,586,13,26,13786,140
5241,27989,1631,2249,40,31,42880,92
5242,21,522,376,10,0,42095,86
5243,165023,1378,802,220,0,114881,139
5244,102,92,101,3,51,4850,66
5245,2376,682,1247,5,51,8395,66
5246,8460,1088,44,97,275,170394,100
5247,2960,43,54,6,0,8785,120
5248,231317,6951,5089,140,4,132056,90
5249,73440,1317,1339,82,20,74167,140
5250,8084,273,670,3,2,3023,54
5251,9833,190,568,42,90,14188,140
5252,5702,750,1011,48,0,30113,122
5253,8084,273,670,3,3,3023,108
5254,37165,2671,1755,124,3,103747,140
5255,31287,778,473,38,0,26416,51
5256,1946,63,185,2,3,2501,132
5257,66,43,417,2,0,538,132
5258,14105,448,95,16,61,19924,140
5259,6882,586,502,17,63,44730,140
5260,17280,950,677,89,207,179153,110
5261,71468,2129,1987,133,31,87536,140
5262,472,88,218,2,6,687,121
5263,6882,586,502,17,216,44730,140
5264,231317,6951,5089,140,4,132056,97
5265,7378,306,236,4,0,7414,140
5266,3069,277,283,5,20,4715,140
5267,10294,228,724,8,0,5007,94
5268,37165,2671,1755,124,1,103747,127
5269,11962,92,307,0,6,1859,99
5270,368717,1575,1104,284,26,358427,139
5271,17552,180,818,14,0,4292,115
5272,6882,586,502,17,172,44730,140
5273,2506,365,900,19,205,10552,95
5274,7218,817,1087,59,26,34634,139
5275,1019,368,1815,21,20,14951,140
5276,1605,177,460,3,351,1119,144
5277,71468,2129,1987,133,3,87536,88
5278,39832,269,381,8,115,38706,144
5279,31586,828,3355,47,2,38243,116
5280,1695,5662,5716,25,0,109431,123
5281,320,72,102,2,419,4369,133
5282,2567,154,354,1,20,2985,140
5283,17052,1593,1117,45,0,27278,137
5284,19525,584,201,15,0,29501,121
5285,104573,294,457,7,10,25675,144
5286,952,179,218,3,20,1894,140
5287,17815,95672,1039,1603,17,50574,123
5288,2201,1310,1593,13,0,5631,135
5289,2869,738,841,16,3,1859,88
5290,61952,771,536,49,20,23889,140
5291,231317,6951,5089,140,2,132056,116
5292,23842,152,298,22,48,25374,97
5293,4344,699,1206,21,0,8924,148
5294,19,45,240,2,0,379,103
5295,127333,1374,3879,79,26,133165,139
5296,104260,1804,1714,98,172,129793,140
5297,43516,472,1080,41,9,28483,140
5298,37165,2671,1755,124,3,103747,88
5299,18516,4122,4848,113,12,117515,120
5300,74152,216,158,5,51,5472,66
5301,17,25,134,1,0,167,122
5302,1427,27552,1802,914,2,172672,132
5303,14185,1215,1266,57,0,68243,135
5304,61952,771,536,49,125,23889,129
5305,6210,140,860,5,0,3204,33
5306,6033,1416,876,21,7,26275,108
5307,2077,268,446,8,0,4651,94
5308,13300,1923,1673,138,1,132063,130
5309,37165,2671,1755,124,1,103747,140
5310,5702,750,1011,48,0,30113,74
5311,2196,137,258,2,3,9860,140
5312,14619,18,472,7,3,14909,88
5313,6737,1235,3461,38,98,13587,140
5314,320,72,102,2,125,4369,129
5315,6033,1416,876,21,2,26275,140
5316,2249,102,130,4,21,1841,140
5317,113321,1862,2514,71,172,93228,140
5318,530136,1560,1999,32,129,272396,129
5319,43516,472,1080,41,9,28483,140
5320,128,174,255,1,0,348,103
5321,370,118,827,4,0,320,140
5322,378,340,101,7,1,13104,136
5323,60853,550,236,39,1,42264,85
5324,1899,43,363,0,0,54,80
5325,31287,778,473,38,0,26416,58
5326,1863,304,628,2,5,3010,136
5327,6033,1416,876,21,1,26275,115
5328,4276,190,369,8,17,3754,140
5329,113321,1862,2514,71,83,93228,140
5330,1427,27552,1802,914,9,172672,136
5331,17756,400,379,7,28,44400,140
5332,61947,563,223,118,1,48759,140
5333,37165,2671,1755,124,0,103747,139
5334,2825,561,1128,8,15,4855,59
5335,7900,413,245,93,90,59600,140
5336,2213,1012,58,22,7,3840,130
5337,1850,115,138,4,8,3069,121
5338,71468,2129,1987,133,4,87536,90
5339,702,181,309,2,0,3171,105
5340,1427,27552,1802,914,3,172672,107
5341,14619,18,472,7,51,14909,66
5342,711,98,202,1,20,1796,140
5343,11039,714,1271,16,17,8635,66
5344,61947,563,223,118,3,48759,140
5345,370,118,827,4,0,320,129
5346,113321,1862,2514,71,63,93228,140
5347,29282,738,1060,64,17,28792,140
5348,798,131,82,0,1,2321,136
5349,104260,1804,1714,98,51,129793,66
5350,7554,353,601,56,298,23995,140
5351,1049,607,512,22,10,71982,140
5352,4344,699,1206,21,0,8924,147
5353,268630,928,168,184,5,116719,136
5354,6672,1480,1885,43,1,9370,148
5355,53148,2956,602,139,8,84867,102
5356,506,202,245,13,71,7132,130
5357,368717,1575,1104,284,20,358427,140
5358,21874,1074,198,20,26,33892,139
5359,3867,368,720,11,0,18542,50
5360,4946,1233,3518,16,9,20497,140
5361,6033,1416,876,21,5,26275,112
5362,5452,325,277,11,125,2160,129
5363,18845,479,387,23,90,36698,140
5364,104573,294,457,7,20,25675,140
5365,2843,193,292,7,172,3830,140
5366,6672,1480,1885,43,1,9370,140
5367,5187,316,497,7,0,4969,86
5368,37165,2671,1755,124,2,103747,140
5369,32778,330,465,43,3,12389,140
5370,702,181,309,2,0,3171,128
5371,231317,6951,5089,140,7,132056,138
5372,12505,467,668,29,124,41363,86
5373,2196,137,258,2,9,9860,140
5374,2196,137,258,2,3,9860,128
5375,842,37,17,4,0,4587,97
5376,37165,2671,1755,124,1,103747,140
5377,608,143,324,13,4,5903,140
5378,82494,535,159,62,28,78797,140
5379,2196,137,258,2,2,9860,140
5380,7716,871,1346,8,9,13035,140
5381,216,220,1054,2,1,3535,138
5382,2,373,11,19,3,33595,122
5383,8084,273,670,3,7,3023,140
5384,1019,368,1815,21,8,14951,121
5385,49,1,9,0,0,223,86
5386,149270,3295,2593,280,1,246750,144
5387,6033,1416,876,21,1,26275,85
5388,40942,1774,301,43,83,107319,140
5389,17052,1593,1117,45,0,27278,131
5390,11476,1331,1467,11,0,14561,139
5391,62848,2435,1561,86,11,73629,130
5392,6672,1480,1885,43,0,9370,100
5393,43022,273,586,13,0,13786,124
5394,454,179,344,3,0,399,45
5395,702,181,309,2,0,3171,122
5396,18564,711,899,70,207,28540,110
5397,87853,763,1030,11,419,38891,133
5398,21,522,376,10,0,42095,106
5399,61952,771,536,49,7,23889,140
5400,5226,533,980,7,51,5338,66
5401,1854,473,538,38,906,3425,139
5402,6033,1416,876,21,51,26275,66
5403,61952,771,536,49,9,23889,140
5404,9036,2506,2434,80,137,32504,140
5405,8084,273,670,3,3,3023,118
5406,183305,1814,1600,165,17,215256,140
5407,122,49,154,2,0,582,134
5408,3911,404,733,4,0,24713,45
5409,19353,404,781,8,0,23971,121
5410,14936,668,1778,13,32,18365,140
5411,165023,1378,802,220,0,114881,136
5412,3551,556,653,4,17,1931,37
5413,2034,138,194,3,7,1745,140
5414,58618,13955,14951,148,275,63513,100
5415,29282,738,1060,64,0,28792,49
5416,37165,2671,1755,124,3,103747,118
5417,128,174,255,1,0,348,132
5418,183,914,1498,40,17,75563,140
5419,20963,153,1262,2,28,9902,140
5420,5226,533,980,7,20,5338,140
5421,59351,594,631,28,4,42560,140
5422,91280,1420,1859,66,15,122234,79
5423,1155,91,44,2,172,1421,140
5424,12593,85,319,3,1357,13400,136
5425,3715,1109,2145,15,11,10956,140
5426,73,29,32,1,0,411,75
5427,1863,304,628,2,15,3010,79
5428,6284,1023,549,11,2,14212,131
5429,208,66,116,1,20,429,140
5430,14105,448,95,16,205,19924,140
5431,782,158,477,2,125,871,129
5432,621,112,71,1,1,1043,109
5433,57994,5861,896,290,90,323341,140
5434,60853,550,236,39,0,42264,32
5435,14826,770,1172,57,15,31802,79
5436,1255,83,20,9,0,7136,81
5437,16988,4254,4752,285,0,33685,114
5438,903,508,1366,7,7,2313,140
5439,7493,12777,1518,37,0,13451,132
5440,37165,2671,1755,124,0,103747,101
5441,807,334,521,11,115,7175,144
5442,3715,1109,2145,15,1,10956,140
5443,76,429,594,9,0,7740,137
5444,581,46,18,2,26,554,139
5445,14105,448,95,16,198,19924,76
5446,137997,2388,2624,135,0,108764,51
5447,48883,426,1748,20,10,27054,140
5448,104260,1804,1714,98,205,129793,140
5449,15840,3128,2024,86,135,19652,140
5450,95999,1291,833,49,0,78849,69
5451,334,264,1411,8,0,11406,115
5452,29282,738,1060,64,17,28792,54
5453,39613,1063,1831,128,129,101013,129
5454,5833,117,183,10,33,9641,86
5455,1591,417,382,6,0,1034,38
5456,53148,2956,602,139,6,84867,66
5457,122,49,154,2,1,582,128
5458,122,49,154,2,0,582,47
5459,208,66,116,1,1,429,140
5460,21,522,376,10,0,42095,98
5461,895,113,188,2,0,2312,84
5462,5568,3028,2782,289,0,181531,74
5463,28847,5408,5717,189,0,152460,119
5464,336,89,176,4,47,489,120
5465,601,256,401,8,1,6359,140
5466,19,45,240,2,0,379,79
5467,27615,1313,1146,57,21,70424,140
5468,523784,3995,2479,303,1,499699,140
5469,6555,529,1263,11,3,17776,128
5470,61947,563,223,118,0,48759,138
5471,60853,550,236,39,352,42264,133
5472,37165,2671,1755,124,3,103747,114
5473,1948,288,356,7,1,7377,63
5474,53148,2956,602,139,0,84867,100
5475,37165,2671,1755,124,1,103747,88
5476,8084,273,670,3,4,3023,90
5477,8084,273,670,3,4,3023,97
5478,1286,84,251,5,194,2745,140
5479,6793,846,397,8,12,30714,140
5480,1286,84,251,5,91,2745,140
5481,327,92,82,0,44,150,68
5482,1946,63,185,2,611,2501,140
5483,103051,257,704,12,129,21469,129
5484,10290,771,131,22,58,2816,130
5485,268630,928,168,184,12,116719,140
5486,27615,1313,1146,57,3,70424,140
5487,5,82,32,2,0,3825,95
5488,6882,586,502,17,51,44730,66
5489,17247,1647,2323,285,12,285271,140
5490,32778,330,465,43,7,12389,140
5491,2201,1310,1593,13,0,5631,138
5492,252001,1613,1359,103,21,103816,140
5493,31586,828,3355,47,60,38243,140
5494,64,4160,116,91,0,103603,96
5495,5540,93281,3968,2373,1066,658975,148
5496,231317,6951,5089,140,4,132056,140
5497,23842,152,298,22,8,25374,121
5498,9338,894,404,35,0,43585,135
5499,975,109,248,4,0,4313,135
5500,13782,914,187,21,12,45341,134
5501,9753,227,134,6,7,8956,108
5502,7378,306,236,4,12,7414,140
5503,14619,18,472,7,12,14909,140
5504,7451,137,357,6,0,4358,116
5505,1436,4537,47,47,12,12197,140
5506,76,429,594,9,0,7740,124
5507,4057,91,99,4,0,4521,124
5508,19,45,240,2,0,379,128
5509,903,508,1366,7,12,2313,140
5510,903,508,1366,7,0,2313,115
5511,37165,2671,1755,124,1,103747,109
5512,136760,587,309,68,26,92104,139
5513,3533,322,504,3,0,4198,117
5514,188807,3619,4008,144,11,147218,140
5515,31586,828,3355,47,15,38243,79
5516,13780,2303,2181,118,7,64284,140
5517,37165,2671,1755,124,3,103747,140
5518,6672,1480,1885,43,0,9370,140
5519,1852,118,191,2,0,3088,76
5520,14105,448,95,16,351,19924,144
5521,3039,239,257,6,0,4519,139
5522,115481,2500,2116,83,0,99544,94
5523,1544,630,969,9,0,5691,53
5524,37165,2671,1755,124,1,103747,130
5525,6737,1235,3461,38,30,13587,140
5526,3837,999,738,72,906,8525,139
5527,74152,216,158,5,10,5472,117
5528,3578,183,706,6,129,8052,129
5529,3804,1622,1459,15,1,7617,136
5530,27615,1313,1146,57,1,70424,140
5531,3351,451,1076,15,611,8654,140
5532,1635,716,1011,10,8,2785,121
5533,7822,512,127,19,6,16373,85
5534,64,4159,116,91,0,103603,102
5535,95999,1291,833,49,0,78849,139
5536,29831,878,762,13,3,38138,88
5537,27615,1313,1146,57,5,70424,140
5538,9070,974,1555,12,0,7251,59
5539,11504,588,672,8,63,5196,140
5540,64,165,163,6,0,15963,125
5541,65831,592,858,19,129,113479,129
5542,6284,1023,549,11,0,14212,111
5543,6613,2426,280,33,2,6233,137
5544,1850,115,138,4,6,3069,85
5545,53148,2956,602,139,5,84867,105
5546,31979,506,589,22,0,38654,126
5547,1539,66,283,2,17,771,54
5548,1485,444,320,8,1,6914,59
5549,4267,228,274,40,217,7367,86
5550,523784,3995,2479,303,7,499699,140
5551,188807,3619,4008,144,172,147218,140
5552,14662,424,725,20,12,9247,140
5553,3715,1109,2145,15,5,10956,124
5554,782,158,477,2,30,871,140
5555,37165,2671,1755,124,2,103747,140
5556,3804,1622,1459,15,10,7617,144
5557,898,1408,1212,8,0,1924,130
5558,239,414,979,3,0,6766,76
5559,19,45,240,2,6,379,85
5560,31287,778,473,38,0,26416,128
5561,165023,1378,802,220,3,114881,114
5562,975,109,248,4,0,4313,129
5563,2618,583,1202,10,0,4284,132
5564,43516,472,1080,41,0,28483,122
5565,14662,424,725,20,2,9247,140
5566,122,49,154,2,0,582,138
5567,663,230,764,10,0,6591,97
5568,43406,2087,3454,180,2,83456,140
5569,624,38,147,1,0,2102,31
5570,165023,1378,802,220,1,114881,139
5571,4057,91,99,4,0,4521,133
5572,17052,1593,1117,45,0,27278,137
5573,7451,137,357,6,1,4358,140
5574,46,83,197,1,238,76,135
5575,123997,1871,2402,84,90,87152,140
5576,516,158,259,2,1,535,120
5577,13780,2303,2181,118,0,64284,140
5578,636,73,78,1,906,2115,139
5579,14105,448,95,16,51,19924,140
5580,19302,952,683,32,249,36990,49
5581,6,490,746,16,3,3500,144
5582,8,12,17,0,7,593,124
5583,90,126,180,1,0,290,62
5584,87,4765,4076,135,0,11148,136
5585,2305,214,306,1,0,10645,118
5586,37165,2671,1755,124,3,103747,114
5587,11476,1331,1467,11,1,14561,120
